True,Player,SalStartYr,FG,FTA,AST,TRB,PTS,BLK,years_of_exp,Pos,Salary,salary_before,Cluster
LeBron James,885,23,10.0,7.6,6.3,6.9,27.1,0.3,11,2,20644400.0,19067500.0,2
LeBron James,885,24,9.0,7.7,7.4,6.0,25.3,0.7,12,8,22970500.0,20644400.0,2
LeBron James,885,25,9.7,6.5,6.8,7.4,25.3,0.6,13,8,30963450.0,22970500.0,2
LeBron James,885,26,9.9,7.2,8.7,8.6,26.4,0.6,14,8,33285709.0,30963450.0,2
LeBron James,885,27,10.5,6.5,9.1,8.6,27.5,0.9,15,2,35654150.0,33285709.0,2
LeBron James,885,28,10.1,7.6,8.3,8.5,27.4,0.6,16,8,37436858.0,35654150.0,2
LeBron James,885,29,9.6,5.7,10.2,7.8,25.3,0.5,17,5,39219566.0,37436858.0,2
Leandro Barbosa,886,14,2.7,1.1,2.0,2.1,7.0,0.1,2,5,930600.0,870000.0,0
Leandro Barbosa,886,15,4.8,2.6,2.8,2.6,13.1,0.1,3,12,1679733.0,930600.0,0
Leandro Barbosa,886,16,6.6,2.9,4.0,2.7,18.1,0.2,4,12,5600000.0,1679733.0,0
Leandro Barbosa,886,17,5.8,2.6,2.6,2.8,15.6,0.2,5,12,6100000.0,5600000.0,0
Leandro Barbosa,886,18,5.2,2.8,2.3,2.6,14.2,0.1,6,12,6600000.0,6100000.0,1
Leandro Barbosa,886,19,3.5,1.7,1.5,1.6,9.5,0.3,7,5,7100000.0,6600000.0,1
Leandro Barbosa,886,20,5.1,2.4,2.1,1.7,13.3,0.1,8,12,7600000.0,7100000.0,1
Leandro Barbosa,886,21,4.2,1.9,1.5,2.0,11.1,0.1,9,12,1229255.0,7600000.0,0
Leandro Barbosa,886,22,2.0,1.0,1.4,1.1,5.2,0.1,10,5,650359.0,1229255.0,0
Leandro Barbosa,886,23,2.8,2.0,1.6,1.9,7.5,0.2,11,5,1448490.0,650359.0,0
Leandro Barbosa,886,24,2.8,1.1,1.5,1.4,7.1,0.1,12,12,2500000.0,1448490.0,0
Leandro Barbosa,886,25,2.5,0.9,1.2,1.7,6.4,0.1,13,12,4000000.0,2500000.0,0
Leandro Barbosa,886,26,2.6,0.7,1.2,1.6,6.3,0.1,14,12,500000.0,4000000.0,0
Ledell Eackles,887,0,5.1,3.3,2.0,1.9,13.0,0.1,3,12,780000.0,500000.0,0
Ledell Eackles,887,1,5.5,2.9,1.9,2.7,13.2,0.1,4,12,780000.0,780000.0,0
Lee Mayberry,888,3,2.0,1.0,2.6,1.2,5.3,0.0,2,5,820000.0,670000.0,0
Lee Mayberry,888,4,2.1,1.0,3.4,1.0,5.8,0.0,3,5,965000.0,820000.0,0
Lee Mayberry,888,5,1.9,0.8,3.7,1.1,5.1,0.1,4,5,1100000.0,965000.0,0
Lee Mayberry,888,6,1.9,0.6,4.1,1.7,5.1,0.1,5,5,1320000.0,1100000.0,0
Lee Mayberry,888,7,1.7,0.6,4.4,1.4,4.6,0.1,6,5,1540000.0,1320000.0,0
Lee Nailon,889,11,4.7,1.9,1.2,3.7,10.8,0.2,2,8,587435.0,465850.0,0
Lee Nailon,889,13,2.6,1.0,0.7,2.5,6.0,0.1,4,4,745046.0,587435.0,0
Lee Nailon,889,14,6.1,2.4,1.6,4.4,14.2,0.2,5,8,835810.0,745046.0,0
Leon Powe,890,17,2.8,3.4,0.3,4.1,7.9,0.3,2,0,797581.0,687456.0,0
Les Jepsen,891,1,0.3,0.4,0.0,1.0,0.8,0.2,2,0,504000.0,504000.0,0
Lester Conner,892,0,1.3,1.3,2.2,1.5,3.5,0.0,8,5,900000.0,504000.0,0
Lester Conner,892,1,1.3,1.4,3.6,2.3,3.5,0.1,9,5,890000.0,900000.0,0
Linas Kleiza,893,16,2.5,1.7,0.6,3.4,7.6,0.2,2,2,1011360.0,945360.0,0
Linas Kleiza,893,17,3.9,2.7,1.2,4.2,11.1,0.2,3,8,1824493.0,1011360.0,0
Linas Kleiza,893,20,4.6,1.7,1.0,4.5,11.2,0.2,5,8,4605000.0,1824493.0,0
Linas Kleiza,893,21,3.4,2.0,0.9,4.1,9.7,0.1,6,8,4600000.0,4605000.0,0
Linas Kleiza,893,22,2.4,1.9,0.8,2.6,7.4,0.1,7,8,4600000.0,4600000.0,0
Lindsey Hunter,894,4,2.8,1.3,3.8,1.8,7.5,0.2,2,5,1444000.0,1173000.0,0
Lindsey Hunter,894,5,3.0,1.5,2.4,2.4,8.5,0.2,3,5,1715000.0,1444000.0,0
Lindsey Hunter,894,6,5.1,2.5,1.9,2.8,14.2,0.3,4,5,1750000.0,1715000.0,0
Lindsey Hunter,894,7,4.5,2.8,3.2,3.5,12.1,0.1,5,5,2050000.0,1750000.0,0
Lindsey Hunter,894,8,4.7,1.8,3.9,3.4,11.9,0.2,6,5,2350000.0,2050000.0,0
Lindsey Hunter,894,9,4.6,1.9,4.0,3.0,12.7,0.3,7,5,2670000.0,2350000.0,0
Lindsey Hunter,894,10,3.6,1.2,2.7,2.1,10.1,0.1,8,5,3425760.0,2670000.0,0
Lindsey Hunter,894,11,2.3,0.5,1.6,1.5,5.8,0.2,9,5,3870912.0,3425760.0,0
Lindsey Hunter,894,12,3.7,1.6,2.4,2.0,9.7,0.2,10,5,3000000.0,3870912.0,0
Lindsey Hunter,894,13,1.5,0.2,2.6,2.0,3.5,0.2,11,12,1600000.0,3000000.0,0
Lindsey Hunter,894,14,1.4,0.8,1.7,1.6,3.8,0.2,12,12,1760000.0,1600000.0,0
Lindsey Hunter,894,15,1.2,0.1,2.1,1.3,2.9,0.0,13,5,2250000.0,1760000.0,0
Lindsey Hunter,894,16,1.8,0.6,1.8,0.9,4.9,0.1,14,5,2250000.0,2250000.0,0
Lindsey Hunter,894,17,0.9,0.4,1.4,0.5,2.4,0.1,15,5,1143473.0,2250000.0,0
Lindsey Hunter,894,18,1.0,0.2,1.3,0.4,2.6,0.0,16,5,1306455.0,1143473.0,0
Linton Johnson,895,15,1.7,0.8,0.4,3.4,4.3,0.3,3,8,771331.0,620046.0,0
Linton Johnson,895,16,1.7,0.7,0.3,3.0,4.2,0.3,4,2,283953.0,771331.0,0
Linton Johnson,895,17,1.1,0.3,0.5,1.8,2.6,0.1,5,2,125374.0,283953.0,0
Lionel Simmons,896,1,6.8,4.7,4.3,8.1,17.1,1.7,2,8,1464000.0,1289000.0,0
Lionel Simmons,896,2,6.8,5.3,4.5,7.2,17.9,0.6,3,8,1743000.0,1464000.0,0
Lionel Simmons,896,3,5.8,4.3,4.1,7.5,15.1,0.7,4,8,2181400.0,1743000.0,0
Lionel Simmons,896,4,2.3,1.4,1.5,3.4,5.6,0.4,5,8,2676000.0,2181400.0,0
Lionel Simmons,896,5,1.6,1.4,1.5,2.7,4.6,0.4,6,8,3194000.0,2676000.0,0
Lionel Simmons,896,6,1.1,1.2,1.4,2.5,3.4,0.3,7,8,3716500.0,3194000.0,0
Lloyd Daniels,897,3,2.2,1.0,1.4,1.7,5.7,0.2,2,12,261400.0,182000.0,0
Lonnie Walker,898,29,2.5,1.0,1.1,2.3,6.4,0.2,2,12,2895720.0,2764200.0,0
Lonny Baxter,899,13,1.7,1.2,0.3,3.0,4.0,0.5,2,1,542475.0,636679.0,0
Lonzo Ball,900,28,3.9,1.0,5.4,5.3,9.9,0.4,2,5,8719320.0,7461960.0,1
Lonzo Ball,900,29,4.4,1.2,7.0,6.1,11.8,0.6,3,5,11003782.0,8719320.0,1
Loren Meyer,901,6,2.0,1.2,0.4,2.7,4.9,0.3,2,2,722760.0,639000.0,0
Loren Woods,902,12,0.8,0.7,0.5,2.5,2.1,0.3,2,0,638679.0,662435.0,0
Loren Woods,902,14,1.6,1.3,0.4,4.9,3.9,0.9,4,0,780000.0,638679.0,0
Loren Woods,902,15,1.0,0.5,0.1,4.1,2.3,0.9,5,0,300000.0,780000.0,0
Lorenzen Wright,903,7,3.5,3.1,0.8,8.8,9.0,1.3,2,0,1923000.0,1701720.0,0
Lorenzen Wright,903,8,2.5,2.4,0.7,7.5,6.6,0.8,3,0,4400000.0,1923000.0,0
Lorenzen Wright,903,9,2.4,1.8,0.3,4.1,6.0,0.5,4,0,5040000.0,4400000.0,0
Lorenzen Wright,903,10,5.1,3.0,1.2,7.5,12.4,0.9,5,0,5500000.0,5040000.0,0
Lorenzen Wright,903,11,5.2,2.9,1.0,9.4,12.0,0.5,6,0,6050000.0,5500000.0,0
Lorenzen Wright,903,12,4.6,3.2,1.1,7.5,11.4,0.8,7,0,6600000.0,6050000.0,1
Lorenzen Wright,903,13,4.0,2.0,1.1,6.8,9.4,0.9,8,0,7150000.0,6600000.0,1
Lorenzen Wright,903,14,4.0,2.5,1.1,7.7,9.6,0.9,9,0,7700000.0,7150000.0,1
Lorenzen Wright,903,15,2.5,1.5,0.6,5.1,5.8,0.6,10,0,3250000.0,7700000.0,0
Lorenzo Brown,904,24,1.8,0.7,3.1,2.4,4.2,0.2,2,5,222888.0,390082.0,0
Lorenzo Brown,904,27,1.0,0.1,0.9,1.1,2.3,0.0,4,5,800000.0,222888.0,0
Lorenzo Williams,905,3,1.3,0.7,0.7,5.7,2.9,1.2,2,2,200000.0,800000.0,0
Lorenzo Williams,905,5,1.3,1.1,1.3,8.0,3.0,1.9,4,0,940000.0,200000.0,0
Loy Vaught,906,1,3.4,0.9,0.9,6.5,7.6,0.4,2,2,1100000.0,1000000.0,0
Loy Vaught,906,2,4.0,2.0,0.7,6.2,9.4,0.5,3,2,1225000.0,1100000.0,0
Loy Vaught,906,3,5.0,2.4,1.0,8.7,11.7,0.3,4,2,2750000.0,1225000.0,0
Loy Vaught,906,4,7.6,3.1,1.7,9.7,17.5,0.4,5,2,3000000.0,2750000.0,0
Loy Vaught,906,5,7.1,2.6,1.4,10.1,16.2,0.5,6,2,3100000.0,3000000.0,0
Loy Vaught,906,6,6.6,2.3,1.3,10.0,14.9,0.3,7,2,3350000.0,3100000.0,0
Loy Vaught,906,7,3.6,0.8,0.7,6.5,7.5,0.2,8,2,3830000.0,3350000.0,0
Loy Vaught,906,8,1.6,0.4,0.3,3.9,3.4,0.2,9,2,4180000.0,3830000.0,0
Loy Vaught,906,9,0.7,0.4,0.3,2.1,1.7,0.1,10,2,4950000.0,4180000.0,0
Luc Longley,907,3,2.9,1.6,1.4,5.7,6.9,1.0,3,0,1590000.0,4950000.0,0
Luc Longley,907,4,2.5,1.9,1.3,4.8,6.5,0.8,4,0,2300000.0,1590000.0,0
Luc Longley,907,6,3.7,2.0,2.4,5.6,9.1,1.1,6,0,3184900.0,2300000.0,0
Luc Mbah a Moute,908,19,2.4,1.8,1.1,5.5,6.2,0.5,2,2,854389.0,736420.0,0
Luc Mbah a Moute,908,20,2.5,2.4,0.9,5.3,6.7,0.4,3,2,5000000.0,854389.0,0
Luc Mbah a Moute,908,21,3.1,2.4,0.7,5.3,7.7,0.5,4,2,4794192.0,5000000.0,0
Luc Mbah a Moute,908,22,2.6,2.2,0.9,4.4,6.7,0.2,5,8,4588384.0,4794192.0,0
Luc Mbah a Moute,908,23,1.4,1.0,0.6,2.3,3.5,0.2,6,4,4382576.0,4588384.0,0
Luc Mbah a Moute,908,24,3.7,2.4,1.6,4.9,9.9,0.3,7,2,1270964.0,4382576.0,0
Luc Mbah a Moute,908,25,1.3,0.8,0.4,2.3,3.1,0.3,8,2,2203000.0,1270964.0,0
Luc Mbah a Moute,908,26,2.4,1.1,0.5,2.1,6.1,0.4,9,8,2116955.0,2203000.0,0
Luc Mbah a Moute,908,27,2.7,1.6,0.9,3.0,7.5,0.4,10,2,4320500.0,2116955.0,0
Lucas Nogueira,909,25,1.0,0.5,0.2,1.6,2.2,0.4,2,0,1921320.0,4320500.0,0
Lucas Nogueira,909,26,1.8,1.2,0.7,4.3,4.4,1.6,3,0,2947304.0,1921320.0,0
Lucious Harris,910,4,3.5,2.2,1.7,2.8,9.5,0.2,2,12,725000.0,455000.0,0
Lucious Harris,910,5,3.0,1.4,1.3,2.0,7.9,0.0,3,12,1200000.0,725000.0,0
Lucious Harris,910,6,2.1,0.9,0.9,1.3,5.4,0.1,4,12,1440000.0,1200000.0,0
Lucious Harris,910,7,1.4,1.1,0.8,1.0,3.8,0.1,5,12,1680000.0,1440000.0,0
Lucious Harris,910,8,2.0,1.3,0.9,1.9,5.4,0.2,6,12,1920000.0,1680000.0,0
Lucious Harris,910,9,2.6,1.3,1.3,2.4,6.7,0.1,7,12,2162280.0,1920000.0,0
Lucious Harris,910,10,3.6,1.9,1.8,3.9,9.4,0.2,8,12,2400000.0,2162280.0,0
Lucious Harris,910,11,3.4,2.1,1.6,2.8,9.1,0.1,9,12,2640000.0,2400000.0,0
Lucious Harris,910,12,3.9,2.5,2.0,3.0,10.3,0.1,10,12,2500000.0,2640000.0,0
Lucious Harris,910,13,2.7,1.1,2.0,2.0,6.9,0.0,11,5,2500000.0,2500000.0,0
Luis Scola,911,18,5.2,3.1,1.5,8.8,12.7,0.1,2,2,3375600.0,3100667.0,0
Luis Scola,911,19,6.8,3.3,2.1,8.6,16.2,0.3,3,2,7775378.0,3375600.0,1
Luis Scola,911,20,7.7,3.9,2.5,8.2,18.3,0.6,4,2,8591793.0,7775378.0,1
Luis Scola,911,21,6.6,3.0,2.1,6.5,15.5,0.4,5,2,4500000.0,8591793.0,0
Luis Scola,911,22,5.3,2.8,2.2,6.6,12.8,0.4,6,2,4500000.0,4500000.0,0
Luis Scola,911,23,3.2,1.7,1.0,4.8,7.6,0.2,7,2,4500000.0,4500000.0,0
Luis Scola,911,24,3.7,2.8,1.3,6.5,9.4,0.2,8,2,2900000.0,4500000.0,0
Luis Scola,911,25,3.5,1.1,0.9,4.7,8.7,0.4,9,2,5000000.0,2900000.0,0
Luke Babbitt,912,21,1.8,0.5,0.4,2.4,5.1,0.1,2,8,1892280.0,1768800.0,0
Luke Babbitt,912,22,1.4,0.2,0.5,2.2,3.9,0.1,3,2,387995.0,1892280.0,0
Luke Babbitt,912,23,2.2,0.7,1.1,3.3,6.3,0.4,4,2,981084.0,387995.0,0
Luke Babbitt,912,24,1.5,0.3,0.4,1.8,4.1,0.2,5,8,1100602.0,981084.0,0
Luke Babbitt,912,25,2.6,1.1,1.1,3.1,7.0,0.1,6,8,1227286.0,1100602.0,0
Luke Babbitt,912,26,1.7,0.2,0.5,2.1,4.8,0.2,7,8,1974159.0,1227286.0,0
Luke Harangody,913,21,1.1,0.6,0.3,2.5,2.9,0.1,2,2,1054389.0,762195.0,0
Luke Jackson,914,14,1.0,0.6,0.3,0.6,2.9,0.0,3,8,1955160.0,1054389.0,0
Luke Jackson,914,15,0.8,0.9,0.7,1.1,2.7,0.1,4,8,2131981.0,1955160.0,0
Luke Jackson,914,16,1.5,0.7,1.0,0.8,3.7,0.1,5,8,279415.0,2131981.0,0
Luke Kennard,915,28,3.6,1.0,1.8,2.9,9.7,0.2,2,12,3827160.0,3275280.0,0
Luke Kennard,915,29,5.4,2.7,4.1,3.5,15.8,0.2,3,12,5273826.0,3827160.0,0
Luke Kornet,916,28,2.3,1.0,1.2,2.9,7.0,0.9,2,2,2250000.0,1619260.0,0
Luke Kornet,916,29,2.3,0.8,0.9,2.3,6.0,0.7,3,0,2250000.0,2250000.0,0
Luke Ridnour,917,14,3.6,2.2,5.9,2.5,10.0,0.3,2,5,1638000.0,1531200.0,0
Luke Ridnour,917,15,4.2,2.9,7.0,3.0,11.5,0.3,3,5,2425878.0,1638000.0,0
Luke Ridnour,917,16,4.2,2.2,5.2,2.3,11.0,0.3,4,5,6500000.0,2425878.0,0
Luke Ridnour,917,17,2.4,1.5,4.0,1.5,6.4,0.2,5,5,6500000.0,6500000.0,0
Luke Ridnour,917,18,3.5,2.1,5.1,3.0,9.6,0.2,6,5,6500000.0,6500000.0,0
Luke Ridnour,917,19,4.0,1.7,4.0,1.7,10.4,0.1,7,5,4000000.0,6500000.0,0
Luke Ridnour,917,20,4.5,1.9,5.4,2.8,11.8,0.1,8,5,3680000.0,4000000.0,0
Luke Ridnour,917,21,4.6,2.2,4.8,2.7,12.1,0.3,9,12,4000000.0,3680000.0,0
Luke Ridnour,917,22,4.5,2.0,3.8,2.5,11.5,0.2,10,12,4320000.0,4000000.0,0
Luke Ridnour,917,23,2.1,0.4,2.9,1.6,5.0,0.1,11,5,2750000.0,4320000.0,0
Luke Walton,918,14,1.2,0.8,1.5,2.3,3.2,0.2,2,8,1250000.0,620046.0,0
Luke Walton,918,15,2.0,1.1,2.3,3.6,5.0,0.2,3,8,1375000.0,1250000.0,0
Luke Walton,918,16,4.4,2.4,4.3,5.0,11.4,0.4,4,8,4000000.0,1375000.0,0
Luke Walton,918,17,2.9,1.5,2.9,3.9,7.2,0.2,5,8,4420000.0,4000000.0,0
Luke Walton,918,18,2.1,0.9,2.7,2.8,5.0,0.2,6,8,4840000.0,4420000.0,0
Luke Walton,918,19,1.0,0.1,1.4,1.3,2.4,0.0,7,8,5260000.0,4840000.0,0
Luke Walton,918,20,0.7,0.2,1.1,1.2,1.7,0.1,8,8,5680000.0,5260000.0,0
Luol Deng,919,15,5.7,3.5,1.9,6.6,14.3,0.6,2,8,2614440.0,2443920.0,0
Luol Deng,919,16,7.7,4.4,2.5,7.1,18.8,0.6,3,8,3320339.0,2614440.0,0
Luol Deng,919,17,6.8,4.2,2.5,6.3,17.0,0.5,4,8,9385000.0,3320339.0,1
Luol Deng,919,18,5.4,3.9,1.9,6.0,14.1,0.5,5,8,10370425.0,9385000.0,1
Luol Deng,919,19,6.8,4.7,2.0,7.3,17.6,0.9,6,8,11345000.0,10370425.0,1
Luol Deng,919,20,6.5,4.1,2.8,5.8,17.4,0.6,7,8,12325000.0,11345000.0,1
Luol Deng,919,21,5.8,3.1,2.9,6.5,15.3,0.7,8,8,13326700.0,12325000.0,1
Luol Deng,919,22,6.2,3.8,3.0,6.3,16.5,0.4,9,8,14312125.0,13326700.0,1
Luol Deng,919,23,5.9,4.3,2.9,5.7,16.0,0.1,10,8,9714461.0,14312125.0,1
Luol Deng,919,24,5.1,3.5,1.9,5.2,14.0,0.3,11,8,10151612.0,9714461.0,1
Luol Deng,919,25,4.6,2.6,1.9,6.0,12.3,0.4,12,2,18000000.0,10151612.0,2
Luol Deng,919,26,2.9,1.1,1.3,5.3,7.6,0.4,13,8,17190000.0,18000000.0,2
Luther Head,920,16,3.8,1.3,2.4,3.2,10.9,0.1,2,12,1122000.0,1048800.0,0
Luther Head,920,17,2.8,1.1,1.9,1.8,7.6,0.1,3,12,1962378.0,1122000.0,0
Luther Head,920,18,1.7,0.8,1.8,1.6,4.7,0.1,4,7,884881.0,1962378.0,0
Luther Head,920,19,2.9,1.2,1.5,1.7,7.6,0.2,5,12,992680.0,884881.0,0
Maceo Baston,921,16,1.0,1.0,0.3,1.6,2.9,0.4,2,2,1830000.0,361952.0,0
Maciej Lampe,922,14,1.3,0.6,0.3,2.4,3.1,0.2,2,0,900000.0,900000.0,0
Magic Johnson,923,0,5.9,7.3,12.5,7.0,19.4,0.2,12,5,2500000.0,900000.0,0
Mahmoud Abdul-Rauf,924,1,4.4,1.3,2.4,1.4,10.3,0.0,2,5,2358000.0,2008000.0,0
Mahmoud Abdul-Rauf,924,2,7.8,2.9,4.2,2.8,19.2,0.1,3,5,1825000.0,2358000.0,0
Mahmoud Abdul-Rauf,924,3,7.4,2.9,4.5,2.1,18.0,0.1,4,5,2200000.0,1825000.0,0
Mahmoud Abdul-Rauf,924,4,6.5,2.1,3.6,1.9,16.0,0.1,5,5,2600000.0,2200000.0,0
Mahmoud Abdul-Rauf,924,5,7.3,2.8,6.8,2.4,19.2,0.1,6,5,3100000.0,2600000.0,0
Mahmoud Abdul-Rauf,924,6,5.5,1.8,2.5,1.6,13.7,0.1,7,5,3300000.0,3100000.0,0
Malachi Richardson,925,27,1.2,0.8,0.5,1.3,3.4,0.0,2,12,1569360.0,1504560.0,0
Malcolm Brogdon,926,27,5.1,1.8,3.2,3.3,13.0,0.3,2,5,1544951.0,1312611.0,0
Malcolm Brogdon,926,28,5.9,2.4,3.2,4.5,15.6,0.2,3,12,20000000.0,1544951.0,2
Malcolm Brogdon,926,29,6.0,3.4,7.1,4.9,16.5,0.2,4,5,20700000.0,20000000.0,2
Malcolm Miller,927,28,1.1,0.4,0.1,0.5,3.5,0.1,2,8,1588231.0,457418.0,0
Malcolm Thomas,928,23,0.9,0.3,0.3,2.6,1.9,0.4,3,2,713910.0,1588231.0,0
Malik Allen,929,12,4.2,1.5,0.7,5.3,9.6,1.0,2,2,1510000.0,512435.0,0
Malik Allen,929,15,2.2,0.7,0.4,2.6,4.9,0.3,5,2,1803600.0,1510000.0,0
Malik Allen,929,16,1.8,0.6,0.3,2.0,4.0,0.3,6,2,998398.0,1803600.0,0
Malik Allen,929,17,2.2,0.3,0.6,2.7,4.6,0.4,7,2,1300000.0,998398.0,0
Malik Allen,929,18,1.5,0.4,0.7,2.1,3.2,0.2,8,2,1300000.0,1300000.0,0
Malik Allen,929,19,0.9,0.3,0.3,1.6,2.1,0.1,9,2,1229255.0,1300000.0,0
Malik Beasley,930,27,1.2,0.5,0.5,1.1,3.2,0.1,2,12,1773840.0,1700640.0,0
Malik Beasley,930,28,4.3,0.8,1.2,2.5,11.3,0.1,3,12,2731713.0,1773840.0,0
Malik Beasley,930,29,4.1,1.2,1.4,2.7,11.2,0.1,4,12,13425895.0,2731713.0,1
Malik Monk,931,28,3.1,1.4,1.6,1.9,8.9,0.3,2,12,4028400.0,3447480.0,0
Malik Monk,931,29,3.9,1.8,2.1,2.9,10.3,0.3,3,12,5345687.0,4028400.0,0
Malik Rose,932,7,1.1,1.2,0.4,1.7,3.0,0.1,2,2,425000.0,272250.0,0
Malik Rose,932,8,2.0,3.1,0.6,3.9,6.0,0.5,3,2,2285000.0,425000.0,0
Malik Rose,932,9,2.4,2.7,0.6,4.5,6.7,0.7,4,2,2570000.0,2285000.0,0
Malik Rose,932,10,2.8,2.8,0.8,5.4,7.7,0.7,5,2,2285000.0,2570000.0,0
Malik Rose,932,11,3.6,3.1,0.7,6.0,9.4,0.5,6,2,4370000.0,2285000.0,0
Malik Rose,932,12,3.7,3.9,1.6,6.4,10.4,0.5,7,2,4916250.0,4370000.0,0
Malik Rose,932,13,2.6,3.4,1.0,4.8,7.9,0.4,8,2,5462500.0,4916250.0,0
Malik Rose,932,14,2.6,2.4,0.8,4.5,7.0,0.2,9,2,6008750.0,5462500.0,0
Malik Rose,932,15,1.5,1.9,0.9,3.6,4.4,0.2,10,2,7525397.0,6008750.0,1
Malik Rose,932,16,1.1,0.8,1.0,2.7,3.0,0.1,11,2,7101250.0,7525397.0,1
Malik Rose,932,17,1.3,1.0,0.6,2.1,3.5,0.1,12,2,7647500.0,7101250.0,1
Malik Sealy,933,3,2.6,2.0,1.1,2.7,6.6,0.2,2,8,1260000.0,1023000.0,0
Malik Sealy,933,4,4.9,3.7,1.8,3.6,13.0,0.4,3,12,1495000.0,1260000.0,0
Malik Sealy,933,5,4.4,3.0,1.9,3.9,11.5,0.5,4,8,1732000.0,1495000.0,0
Malik Sealy,933,6,4.7,3.6,2.1,3.0,13.5,0.6,5,12,1150000.0,1732000.0,0
Malik Sealy,933,7,2.8,2.4,1.3,2.8,7.7,0.3,6,8,1000000.0,1150000.0,0
Malik Sealy,933,8,3.1,2.0,1.2,3.0,8.1,0.2,7,8,1100000.0,1000000.0,0
Manute Bol,934,0,0.8,0.5,0.2,4.3,1.9,3.0,6,0,1350000.0,122942.0,0
Manute Bol,934,1,0.7,0.4,0.3,3.1,1.5,2.9,7,0,1650000.0,1350000.0,0
Manute Bol,934,2,0.9,0.3,0.3,3.3,2.2,2.1,8,0,650000.0,1650000.0,0
MarShon Brooks,935,22,2.1,1.3,1.0,1.4,5.4,0.2,2,12,1276560.0,1193280.0,0
MarShon Brooks,935,27,7.3,3.3,3.6,3.0,20.1,0.4,4,12,1656092.0,1276560.0,0
Marc Gasol,936,19,5.5,5.4,2.4,9.3,14.6,1.6,2,0,3480000.0,3240000.0,0
Marc Gasol,936,20,4.5,3.6,2.5,7.0,11.7,1.7,3,0,12922194.0,3480000.0,1
Marc Gasol,936,21,5.5,4.9,3.1,8.9,14.6,1.9,4,0,13891359.0,12922194.0,1
Marc Gasol,936,22,5.4,4.0,4.0,7.8,14.1,1.7,5,0,14860523.0,13891359.0,1
Marc Gasol,936,23,5.7,4.1,3.6,7.2,14.6,1.3,6,0,15829688.0,14860523.0,1
Marc Gasol,936,24,6.5,5.4,3.8,7.8,17.4,1.6,7,0,19689000.0,15829688.0,2
Marc Gasol,936,25,6.3,4.7,3.8,7.0,16.6,1.3,8,0,21165675.0,19689000.0,2
Marc Gasol,936,26,7.2,4.5,4.6,6.3,19.5,1.3,9,0,22642350.0,21165675.0,2
Marc Gasol,936,27,5.9,4.6,4.2,8.1,17.2,1.4,10,0,24119025.0,22642350.0,2
Marc Gasol,936,28,4.9,3.2,4.4,7.9,13.6,1.1,11,0,25595700.0,24119025.0,2
Marc Gasol,936,29,2.7,1.1,3.3,6.3,7.5,0.9,12,0,2564753.0,25595700.0,0
Marc Jackson,937,11,1.5,2.1,0.4,3.3,4.8,0.2,2,0,3575000.0,3250000.0,0
Marc Jackson,937,12,2.0,1.9,0.5,2.9,5.5,0.4,3,0,3900000.0,3575000.0,0
Marc Jackson,937,13,3.2,3.7,0.8,5.7,9.4,0.3,4,2,4225000.0,3900000.0,0
Marc Jackson,937,14,4.2,4.3,1.0,5.0,12.0,0.2,5,0,4550000.0,4225000.0,0
Marc Jackson,937,15,2.7,1.3,0.7,3.4,6.5,0.1,6,0,4875000.0,4550000.0,0
Marcin Gortat,938,18,1.7,0.7,0.2,4.5,3.8,0.8,2,2,5854000.0,1500000.0,0
Marcin Gortat,938,19,1.5,0.9,0.2,4.2,3.6,0.9,3,0,6322320.0,5854000.0,0
Marcin Gortat,938,20,4.2,2.4,0.9,7.9,10.2,1.1,4,0,6790640.0,6322320.0,1
Marcin Gortat,938,21,6.5,3.8,0.9,10.0,15.4,1.5,5,0,7258960.0,6790640.0,1
Marcin Gortat,938,22,4.8,2.3,1.2,8.5,11.1,1.6,6,0,7727280.0,7258960.0,1
Marcin Gortat,938,23,5.6,2.8,1.7,9.5,13.2,1.5,7,0,10434782.0,7727280.0,1
Marcin Gortat,938,24,5.4,2.1,1.2,8.7,12.2,1.3,8,0,11217391.0,10434782.0,1
Marcin Gortat,938,25,5.8,2.8,1.4,9.9,13.5,1.3,9,0,12000000.0,11217391.0,1
Marcin Gortat,938,26,4.8,1.9,1.5,10.4,10.8,0.7,10,0,12782609.0,12000000.0,1
Marco Belinelli,939,18,3.3,1.2,2.1,1.7,8.9,0.0,2,12,1547640.0,1446720.0,0
Marco Belinelli,939,19,2.3,1.8,1.3,1.4,7.1,0.1,3,12,2380270.0,1547640.0,0
Marco Belinelli,939,20,3.8,1.6,1.2,1.9,10.5,0.1,4,12,3377604.0,2380270.0,0
Marco Belinelli,939,21,4.3,2.0,1.5,2.6,11.8,0.1,5,12,1957000.0,3377604.0,0
Marco Belinelli,939,22,3.3,2.3,2.0,1.9,9.6,0.1,6,12,2750000.0,1957000.0,0
Marco Belinelli,939,23,4.2,1.6,2.2,2.8,11.4,0.1,7,8,2873750.0,2750000.0,0
Marco Belinelli,939,24,3.2,1.6,1.5,2.5,9.2,0.0,8,12,6060606.0,2873750.0,0
Marco Belinelli,939,25,3.6,2.0,1.9,1.7,10.2,0.0,9,12,6333333.0,6060606.0,0
Marco Belinelli,939,26,3.6,2.3,2.0,2.4,10.5,0.1,10,12,7082277.0,6333333.0,1
Marco Belinelli,939,27,4.2,2.0,1.9,1.9,12.1,0.2,11,12,6153846.0,7082277.0,0
