FG,Pos,AST,G,Player,Age,BLK,PTS,FTA,TOV,TRB,StartYr,EndYr,SalStartYr,SalEndYr,Salary,salary_cap,salary_cap_adjusted,years_of_exp,Per_salary_cap
6.9,PG,9.3,62,Tim Hardaway,28,0.2,20.1,4.6,3.5,3.1,1994,1995,1995,1996,3728000.0,15964000,26785632,4,0.23352543222250063
4.2,PG,5.7,80,Derek Harper,33,0.1,11.5,2.4,1.9,2.4,1994,1995,1995,1996,2837000.0,15964000,26785632,5,0.17771235279378603
2.7,SG,2.0,77,Ron Harper,31,0.4,6.9,1.7,1.3,2.3,1994,1995,1995,1996,3120000.0,15964000,26785632,5,0.19543973941368079
3.5,SG,1.7,79,Lucious Harris,24,0.2,9.5,2.2,1.0,2.8,1994,1995,1995,1996,725000.0,15964000,26785632,1,0.045414683036832874
1.3,PF,0.4,59,Antonio Harvey,24,0.7,3.0,0.8,0.4,1.7,1994,1995,1995,1996,400000.0,15964000,26785632,1,0.02505637684790779
4.8,SG,3.2,82,Hersey Hawkins,28,0.2,14.3,3.7,1.8,3.8,1994,1995,1995,1996,2500000.0,15964000,26785632,5,0.1566023552994237
2.8,PF,0.7,61,Carl Herrera,28,0.6,6.8,1.9,1.2,4.6,1994,1995,1995,1996,1300000.0,15964000,26785632,3,0.08143322475570032
1.8,SF,0.5,57,Sean Higgins,26,0.2,4.7,0.7,0.6,1.4,1994,1995,1995,1996,500000.0,15964000,26785632,1,0.03132047105988474
7.3,SF,5.0,70,Grant Hill,22,0.9,19.9,7.3,2.9,6.4,1994,1995,1995,1996,4050000.0,15964000,26785632,0,0.2536958155850664
5.0,C,0.8,70,Tyrone Hill,26,0.6,13.8,5.7,2.2,10.9,1994,1995,1995,1996,3425000.0,15964000,26785632,4,0.21454522676021048
1.5,C,0.8,54,Donald Hodge,25,0.3,3.9,0.9,0.7,2.3,1994,1995,1995,1996,1200000.0,15964000,26785632,3,0.07516913054372337
6.0,SG,4.3,81,Jeff Hornacek,31,0.2,16.5,4.0,1.8,2.6,1994,1995,1995,1996,2121000.0,15964000,26785632,5,0.13286143823603108
3.8,PF,3.4,64,Robert Horry,24,1.2,10.2,1.8,1.9,5.1,1994,1995,1995,1996,1601000.0,15964000,26785632,2,0.10028814833375094
5.2,SG,2.2,76,Allan Houston,23,0.2,14.5,2.3,1.5,2.2,1994,1995,1995,1996,1177000.0,15964000,26785632,1,0.07372838887496867
1.3,PF,0.2,39,Byron Houston,25,0.1,3.4,1.0,0.5,1.4,1994,1995,1995,1996,800000.0,15964000,26785632,2,0.05011275369581558
7.0,PF,2.5,65,Juwan Howard,21,0.2,17.0,4.5,2.6,8.4,1994,1995,1995,1996,1702000.0,15964000,26785632,0,0.10661488348784766
2.8,PG,3.8,42,Lindsey Hunter,24,0.2,7.5,1.3,1.9,1.8,1994,1995,1995,1996,1444000.0,15964000,26785632,1,0.09045352042094713
1.5,PG,3.3,68,Bobby Hurley,23,0.0,4.2,1.1,1.6,1.0,1994,1995,1995,1996,2584000.0,15964000,26785632,1,0.16186419443748434
9.5,SG,3.7,51,Jim Jackson,24,0.2,25.7,7.5,3.1,5.1,1994,1995,1995,1996,3200000.0,15964000,26785632,2,0.20045101478326233
2.9,PG,7.5,82,Mark Jackson,29,0.2,7.6,1.9,2.6,3.7,1994,1995,1995,1996,2600000.0,15964000,26785632,5,0.16286644951140064
2.4,PG,4.7,80,Keith Jennings,26,0.0,7.4,1.9,1.5,1.9,1994,1995,1995,1996,700000.0,15964000,26785632,2,0.043848659483838634
5.5,PG,8.2,82,Avery Johnson,29,0.2,13.4,3.6,2.5,2.5,1994,1995,1995,1996,845000.0,15964000,26785632,4,0.052931596091205214
1.3,C,0.3,64,Ervin Johnson,27,1.0,3.1,0.7,0.8,4.5,1994,1995,1995,1996,767000.0,15964000,26785632,1,0.04804560260586319
5.2,PG,7.7,47,Kevin Johnson,28,0.4,15.5,6.1,2.2,2.4,1994,1995,1995,1996,2900000.0,15964000,26785632,5,0.1816587321473315
7.2,PF,4.6,81,Larry Johnson,25,0.3,18.8,4.4,2.6,7.2,1994,1995,1995,1996,4295000.0,15964000,26785632,3,0.2690428464044099
0.3,PF,0.0,3,Charles Jones,37,0.3,1.0,0.7,0.0,2.3,1994,1995,1995,1996,350000.0,15964000,26785632,3,0.021924329741919317
5.3,SG,2.0,64,Eddie Jones,23,0.6,14.0,2.6,1.2,3.9,1994,1995,1995,1996,1600000.0,15964000,26785632,0,0.10022550739163116
4.7,PF,2.0,80,Popeye Jones,24,0.3,10.3,1.6,1.6,10.6,1994,1995,1995,1996,1425000.0,15964000,26785632,1,0.08926334252067152
9.8,SG,5.3,17,Michael Jordan,31,0.8,26.9,8.0,2.1,6.9,1994,1995,1995,1996,3850000.0,15964000,26785632,4,0.2411676271611125
2.3,SF,0.4,75,Adam Keefe,24,0.3,6.1,2.3,0.8,4.4,1994,1995,1995,1996,1650000.0,15964000,26785632,2,0.10335755449761964
6.6,PF,1.8,82,Shawn Kemp,25,1.5,18.7,7.1,3.2,10.9,1994,1995,1995,1996,3000000.0,15964000,26785632,5,0.18792282635930843
3.2,PG,1.8,82,Steve Kerr,29,0.0,8.2,1.0,0.6,1.5,1994,1995,1995,1996,800000.0,15964000,26785632,5,0.05011275369581558
3.2,SF,1.3,63,Jerome Kersey,32,0.6,8.1,2.0,1.0,4.1,1994,1995,1995,1996,255000.0,15964000,26785632,5,0.015973440240541217
1.5,SF,0.3,6,Randolph Keys,28,0.3,3.3,0.3,0.3,2.8,1994,1995,1995,1996,363000.0,15964000,26785632,1,0.02273866198947632
4.2,PG,7.7,79,Jason Kidd,21,0.3,11.7,3.5,3.2,5.4,1994,1995,1995,1996,3588000.0,15964000,26785632,0,0.2247557003257329
0.0,C,0.0,2,Rich King,25,0.0,0.0,1.0,0.0,0.0,1994,1995,1995,1996,100000.0,15964000,26785632,3,0.006264094211976948
2.0,PF,0.5,50,Stacey King,28,0.4,5.3,2.0,1.3,3.3,1994,1995,1995,1996,600000.0,15964000,26785632,5,0.037584565271861686
0.3,C,0.1,11,Greg Kite,33,0.0,0.7,0.9,0.5,2.0,1994,1995,1995,1996,550000.0,15964000,26785632,5,0.03445251816587321
1.6,C,0.5,75,Joe Kleine,33,0.2,3.7,0.7,0.5,3.5,1994,1995,1995,1996,1040000.0,15964000,26785632,5,0.06514657980456026
1.2,C,0.8,62,Jon Koncak,31,0.7,2.9,0.4,0.3,3.0,1994,1995,1995,1996,1000000.0,15964000,26785632,5,0.06264094211976948
1.5,PF,1.4,19,Larry Krystkowiak,30,0.1,4.4,1.6,1.3,3.1,1994,1995,1995,1996,335000.0,15964000,26785632,4,0.020984715610122776
5.6,C,2.9,81,Christian Laettner,25,1.1,16.3,6.2,2.8,7.6,1994,1995,1995,1996,3910000.0,15964000,26785632,2,0.24492608368829868
3.9,C,0.9,82,Andrew Lang,28,1.8,9.7,2.3,1.3,5.6,1994,1995,1995,1996,1964000.0,15964000,26785632,5,0.12302681032322726
0.3,SF,0.1,12,Antonio Lang,22,0.2,0.9,0.3,0.4,0.3,1994,1995,1995,1996,423000.0,15964000,26785632,0,0.02649711851666249
1.5,C,0.2,57,Eric Leckner,28,0.3,3.9,1.3,0.7,3.1,1994,1995,1995,1996,300000.0,15964000,26785632,3,0.018792282635930843
2.5,SG,1.1,24,Tim Legler,28,0.0,7.3,1.4,0.8,1.7,1994,1995,1995,1996,250000.0,15964000,26785632,1,0.01566023552994237
1.1,C,0.2,60,Alton Lister,36,1.0,2.8,1.2,0.6,3.9,1994,1995,1995,1996,300000.0,15964000,26785632,3,0.018792282635930843
1.6,PF,0.7,61,Brad Lohaus,30,0.4,4.4,0.2,0.5,1.7,1994,1995,1995,1996,485000.0,15964000,26785632,5,0.030380856928088198
4.2,PF,1.6,81,Grant Long,28,0.4,11.6,4.0,1.9,7.5,1994,1995,1995,1996,1860000.0,15964000,26785632,5,0.11651215234277124
2.5,C,1.3,55,Luc Longley,26,0.8,6.5,1.9,1.6,4.8,1994,1995,1995,1996,2300000.0,15964000,26785632,3,0.1440741668754698
2.9,SG,2.7,37,Ryan Lorthridge,22,0.0,7.4,2.4,1.5,1.9,1994,1995,1995,1996,350000.0,15964000,26785632,0,0.021924329741919317
2.5,SF,1.1,56,George Lynch,24,0.2,6.1,1.5,1.3,3.3,1994,1995,1995,1996,1760000.0,15964000,26785632,1,0.11024805813079429
4.1,PF,1.3,39,Don MacLean,25,0.1,11.0,3.5,1.1,4.2,1994,1995,1995,1996,925000.0,15964000,26785632,2,0.05794287146078677
1.8,SG,1.1,55,Mark Macon,25,0.0,5.0,1.2,0.7,1.4,1994,1995,1995,1996,2038000.0,15964000,26785632,3,0.1276622400400902
0.3,SG,0.1,7,Gerald Madkins,25,0.0,1.1,0.6,0.4,0.0,1994,1995,1995,1996,200000.0,15964000,26785632,1,0.012528188423953895
1.4,PF,0.4,58,Rick Mahorn,36,0.2,3.4,0.8,0.6,2.8,1994,1995,1995,1996,400000.0,15964000,26785632,3,0.02505637684790779
5.3,SF,4.1,82,Dan Majerle,29,0.5,15.6,3.4,1.3,4.6,1994,1995,1995,1996,3100000.0,15964000,26785632,5,0.1941869205712854
7.6,SG,1.5,19,Jeff Malone,33,0.0,18.4,3.1,1.5,2.9,1994,1995,1995,1996,2380000.0,15964000,26785632,5,0.14908544224505135
10.1,PF,3.5,82,Karl Malone,31,1.0,26.7,8.5,2.9,10.6,1994,1995,1995,1996,3676000.0,15964000,26785632,5,0.23026810323227262
0.8,C,0.4,17,Moses Malone,39,0.2,2.9,1.9,0.6,2.7,1994,1995,1995,1996,305000.0,15964000,26785632,5,0.01910548734652969
7.4,PF,3.3,46,Danny Manning,28,1.2,17.9,4.4,2.6,6.0,1994,1995,1995,1996,6833000.0,15964000,26785632,5,0.42802555750438487
4.8,SF,1.5,72,Donyell Marshall,21,1.2,12.6,3.1,1.6,5.6,1994,1995,1995,1996,2730000.0,15964000,26785632,0,0.17100977198697068
2.8,PG,3.9,34,Darrick Martin,23,0.0,7.5,1.9,1.8,1.9,1994,1995,1995,1996,425000.0,15964000,26785632,0,0.02662240040090203
8.5,SF,3.7,80,Jamal Mashburn,22,0.1,24.1,7.6,2.9,4.1,1994,1995,1995,1996,3233000.0,15964000,26785632,1,0.20251816587321472
3.7,PF,3.1,77,Anthony Mason,28,0.3,9.9,3.9,1.6,8.4,1994,1995,1995,1996,3472000.0,15964000,26785632,4,0.21748935103983963
3.5,C,0.8,80,Tony Massenburg,27,0.7,9.3,2.9,1.5,5.7,1994,1995,1995,1996,550000.0,15964000,26785632,1,0.03445251816587321
4.8,SG,4.3,64,Vernon Maxwell,29,0.2,13.3,2.3,2.1,2.6,1994,1995,1995,1996,1343000.0,15964000,26785632,5,0.08412678526685041
2.1,PG,3.4,82,Lee Mayberry,24,0.0,5.8,1.0,1.3,1.0,1994,1995,1995,1996,965000.0,15964000,26785632,2,0.06044850914557755
3.4,SF,1.3,42,George McCloud,27,0.2,9.6,2.3,1.0,3.5,1994,1995,1995,1996,950000.0,15964000,26785632,3,0.05950889501378101
3.6,SF,1.6,68,Xavier McDaniel,31,0.3,8.6,1.8,1.3,4.4,1994,1995,1995,1996,1565000.0,15964000,26785632,5,0.09803307441743923
0.6,C,0.2,55,Jim McIlvaine,22,1.1,1.7,0.7,0.3,1.9,1994,1995,1995,1996,525000.0,15964000,26785632,0,0.03288649461287898
5.1,SF,3.4,81,Derrick McKey,28,0.6,13.3,3.7,2.1,4.9,1994,1995,1995,1996,2800000.0,15964000,26785632,5,0.17539463793535454
2.6,SG,2.0,45,Aaron McKie,22,0.4,6.5,1.6,0.9,2.9,1994,1995,1995,1996,845000.0,15964000,26785632,0,0.052931596091205214
2.1,PG,5.3,80,Nate McMillan,30,0.7,5.2,0.7,1.6,3.8,1994,1995,1995,1996,1265000.0,15964000,26785632,5,0.07924079178150839
1.5,PF,0.8,46,Anthony Miller,23,0.2,4.1,1.7,0.8,3.3,1994,1995,1995,1996,550000.0,15964000,26785632,0,0.03445251816587321
3.6,PF,1.5,64,Oliver Miller,24,1.8,8.5,1.9,1.8,7.4,1994,1995,1995,1996,2372000.0,15964000,26785632,2,0.14858431470809322
6.2,SG,3.0,81,Reggie Miller,29,0.2,19.6,5.3,1.9,2.6,1994,1995,1995,1996,3211000.0,15964000,26785632,5,0.2011400651465798
4.5,SF,1.9,80,Chris Mills,25,0.4,12.3,2.7,1.5,4.6,1994,1995,1995,1996,1040000.0,15964000,26785632,1,0.06514657980456026
5.8,PF,2.2,72,Terry Mills,27,0.5,15.5,3.0,2.0,7.8,1994,1995,1995,1996,2177000.0,15964000,26785632,4,0.13636933099473816
2.7,SG,1.5,45,Harold Miner,23,0.1,7.3,2.1,1.7,2.6,1994,1995,1995,1996,1733000.0,15964000,26785632,2,0.10855675269356051
2.5,SG,1.0,63,Greg Minor,23,0.3,6.0,1.2,0.7,2.2,1994,1995,1995,1996,325000.0,15964000,26785632,0,0.02035830618892508
2.5,SF,0.8,81,Sam Mitchell,31,0.2,6.5,2.1,0.7,3.0,1994,1995,1995,1996,1000000.0,15964000,26785632,5,0.06264094211976948
1.7,C,0.5,46,Eric Mobley,24,0.6,3.9,1.0,0.5,3.3,1994,1995,1995,1996,1328000.0,15964000,26785632,0,0.08318717113505388
3.9,C,0.5,78,Eric Montross,23,0.8,10.0,3.4,1.4,7.3,1994,1995,1995,1996,1040000.0,15964000,26785632,0,0.06514657980456026
4.9,SF,2.1,71,Chris Morris,29,0.7,13.4,2.7,1.6,5.7,1994,1995,1995,1996,2500000.0,15964000,26785632,5,0.1566023552994237
1.2,PG,0.4,41,Dwayne Morton,23,0.4,4.1,2.1,0.7,1.4,1994,1995,1995,1996,350000.0,15964000,26785632,0,0.021924329741919317
7.4,C,1.4,77,Alonzo Mourning,24,2.9,21.3,8.4,3.1,9.9,1994,1995,1995,1996,4560000.0,15964000,26785632,2,0.28564269606614884
6.8,SF,5.0,25,Chris Mullin,31,0.8,19.0,4.3,3.7,4.6,1994,1995,1995,1996,2844000.0,15964000,26785632,5,0.17815083938862442
4.5,PG,6.4,75,Eric Murdock,26,0.2,13.0,3.6,2.6,2.9,1994,1995,1995,1996,2000000.0,15964000,26785632,3,0.12528188423953895
5.4,SF,1.6,81,Lamond Murray,21,0.7,14.1,3.3,2.0,4.4,1994,1995,1995,1996,2400000.0,15964000,26785632,0,0.15033826108744675
1.8,SF,0.4,54,Tracy Murray,23,0.1,4.8,0.8,0.6,1.1,1994,1995,1995,1996,250000.0,15964000,26785632,2,0.01566023552994237
4.3,C,1.4,82,Dikembe Mutombo,28,3.9,11.5,4.6,2.3,12.5,1994,1995,1995,1996,3250000.0,15964000,26785632,3,0.20358306188925082
1.7,SG,2.1,71,Pete Myers,31,0.2,4.5,1.6,1.2,2.0,1994,1995,1995,1996,600000.0,15964000,26785632,1,0.037584565271861686
2.8,SF,1.1,82,Johnny Newman,31,0.2,7.7,2.1,1.0,2.1,1994,1995,1995,1996,1100000.0,15964000,26785632,5,0.06890503633174642
5.2,SF,1.3,74,Ken Norman,30,0.3,12.7,1.9,1.3,4.9,1994,1995,1995,1996,2416000.0,15964000,26785632,5,0.15134051616136307
11.8,C,2.7,79,Shaquille O'Neal,22,2.4,29.3,10.8,2.6,11.4,1994,1995,1995,1996,5700000.0,15964000,26785632,2,0.35705337008268606
3.8,PF,2.5,50,Charles Oakley,31,0.1,10.1,3.0,2.1,8.9,1994,1995,1995,1996,2400000.0,15964000,26785632,5,0.15033826108744675
11.1,C,3.5,72,Hakeem Olajuwon,32,3.4,27.8,7.5,3.3,10.8,1994,1995,1995,1996,5305000.0,15964000,26785632,5,0.3323101979453771
2.1,PF,1.0,81,Bo Outlaw,23,1.9,5.2,2.3,1.0,3.9,1994,1995,1995,1996,500000.0,15964000,26785632,1,0.03132047105988474
2.5,PG,3.0,82,Doug Overton,25,0.0,7.0,1.5,1.3,1.7,1994,1995,1995,1996,600000.0,15964000,26785632,2,0.037584565271861686
5.8,SG,3.5,70,Billy Owens,25,0.4,14.3,4.5,2.9,7.2,1994,1995,1995,1996,3320000.0,15964000,26785632,3,0.20796792783763468
4.0,PG,6.9,42,Robert Pack,25,0.1,12.1,4.2,3.2,2.7,1994,1995,1995,1996,1304000.0,15964000,26785632,3,0.0816837885241794
2.0,C,0.5,81,Robert Parish,41,0.4,4.8,1.2,0.8,4.3,1994,1995,1995,1996,2500000.0,15964000,26785632,5,0.1566023552994237
8.4,PG,7.1,82,Gary Payton,26,0.2,20.6,4.2,2.5,3.4,1994,1995,1995,1996,2783000.0,15964000,26785632,4,0.17432974191931846
3.9,SG,1.7,73,Anthony Peeler,25,0.2,10.4,1.8,1.1,2.3,1994,1995,1995,1996,1330000.0,15964000,26785632,2,0.08331245301929341
0.8,C,0.2,6,Mike Peplowski,24,0.0,1.8,0.3,0.3,0.5,1994,1995,1995,1996,225000.0,15964000,26785632,0,0.014094211976948134
3.3,C,1.2,78,Will Perdue,29,0.7,8.0,2.5,1.5,6.7,1994,1995,1995,1996,1340000.0,15964000,26785632,5,0.0839388624404911
4.2,C,1.6,82,Sam Perkins,33,0.5,12.7,3.3,0.9,4.9,1994,1995,1995,1996,3967000.0,15964000,26785632,5,0.24849661738912554
3.7,PG,4.8,82,Elliot Perry,25,0.0,9.7,2.4,2.0,1.8,1994,1995,1995,1996,2025000.0,15964000,26785632,1,0.1268479077925332
0.6,PF,0.3,42,Tim Perry,29,0.4,1.8,1.0,0.5,2.1,1994,1995,1995,1996,1950000.0,15964000,26785632,5,0.12214983713355049
3.9,SF,1.3,81,Chuck Person,30,0.1,10.8,1.3,1.3,3.2,1994,1995,1995,1996,1690000.0,15964000,26785632,5,0.10586319218241043
4.0,SG,1.3,78,Wesley Person,23,0.3,10.4,1.3,1.0,2.6,1994,1995,1995,1996,845000.0,15964000,26785632,0,0.052931596091205214
0.0,PG,0.3,3,Derrick Phelps,22,0.0,0.0,0.7,0.0,0.0,1994,1995,1995,1996,225000.0,15964000,26785632,0,0.014094211976948134
4.2,SG,2.3,80,Bobby Phills,25,0.3,11.0,2.9,1.4,3.3,1994,1995,1995,1996,1658000.0,15964000,26785632,3,0.1038586820345778
2.5,SG,1.0,81,Eric Piatkowski,24,0.2,7.0,1.4,0.8,1.6,1994,1995,1995,1996,1138000.0,15964000,26785632,0,0.07128539213229768
4.1,PG,1.5,27,Ricky Pierce,35,0.1,12.5,3.9,0.9,2.4,1994,1995,1995,1996,1000000.0,15964000,26785632,5,0.06264094211976948
0.8,PF,0.3,62,Ed Pinckney,31,0.3,2.3,1.0,0.4,3.4,1994,1995,1995,1996,1926000.0,15964000,26785632,5,0.12064645452267603
8.0,SF,5.2,79,Scottie Pippen,29,1.1,21.4,5.6,3.4,8.1,1994,1995,1995,1996,2925000.0,15964000,26785632,5,0.18322475570032573
4.6,C,0.8,81,Olden Polynice,30,0.6,10.8,2.4,1.4,9.0,1994,1995,1995,1996,2520000.0,15964000,26785632,5,0.1578551741418191
3.0,PG,3.8,35,Terry Porter,31,0.1,8.9,2.3,1.7,2.3,1994,1995,1995,1996,1525000.0,15964000,26785632,5,0.09552743673264846
5.3,PG,7.0,48,Mark Price,30,0.1,15.8,3.4,3.0,2.3,1994,1995,1995,1996,3687000.0,15964000,26785632,5,0.23095715359559008
0.7,PG,1.8,19,Kevin Pritchard,27,0.1,2.3,1.1,0.6,0.6,1994,1995,1995,1996,275000.0,15964000,26785632,2,0.017226259082936606
6.8,PF,1.7,66,Dino Radja,27,1.3,17.2,4.7,2.4,8.7,1994,1995,1995,1996,2640000.0,15964000,26785632,1,0.16537208719619143
0.7,PF,0.6,26,Kurt Rambis,36,0.3,1.7,0.5,0.3,1.3,1994,1995,1995,1996,40000.0,15964000,26785632,4,0.0025056376847907794
0.3,SG,0.3,3,Eldridge Recasner,27,0.0,2.0,1.3,0.7,0.7,1994,1995,1995,1996,225000.0,15964000,26785632,0,0.014094211976948134
3.1,PG,4.3,67,Khalid Reeves,22,0.1,9.2,2.9,2.0,2.8,1994,1995,1995,1996,1602000.0,15964000,26785632,0,0.10035078927587071
2.5,PF,0.7,81,J.R. Reid,26,0.4,7.0,2.9,1.4,4.9,1994,1995,1995,1996,2658000.0,15964000,26785632,5,0.16649962415434727
8.1,SF,2.3,82,Glen Rice,27,0.2,22.3,4.5,1.9,4.6,1994,1995,1995,1996,3302000.0,15964000,26785632,5,0.20684039087947884
4.4,PG,7.9,80,Pooh Richardson,28,0.2,10.9,1.6,2.1,3.3,1994,1995,1995,1996,2521000.0,15964000,26785632,5,0.15791781508393887
8.1,SG,3.8,82,Mitch Richmond,29,0.4,22.8,5.4,2.9,4.4,1994,1995,1995,1996,3500000.0,15964000,26785632,5,0.21924329741919318
7.4,SG,3.3,75,Isaiah Rider,23,0.3,20.4,4.5,3.1,3.3,1994,1995,1995,1996,3010000.0,15964000,26785632,1,0.18854923578050614
1.6,C,0.3,40,Eric Riley,24,0.9,4.4,1.6,0.8,2.8,1994,1995,1995,1996,350000.0,15964000,26785632,1,0.021924329741919317
1.7,PG,2.6,63,Doc Rivers,33,0.3,5.1,1.3,1.0,1.7,1994,1995,1995,1996,2287000.0,15964000,26785632,5,0.1432598346279128
1.3,SF,0.4,21,Fred Roberts,34,0.1,3.8,1.2,0.3,1.6,1994,1995,1995,1996,225000.0,15964000,26785632,3,0.014094211976948134
8.0,SF,2.6,75,Clifford Robinson,28,1.1,21.3,5.1,2.1,5.6,1994,1995,1995,1996,3018000.0,15964000,26785632,2,0.1890503633174643
9.7,C,2.9,81,David Robinson,29,3.2,27.6,10.5,2.9,10.8,1994,1995,1995,1996,7700000.0,15964000,26785632,5,0.482335254322225
8.0,SF,2.5,80,Glenn Robinson,22,0.3,21.9,6.2,3.9,6.4,1994,1995,1995,1996,3770000.0,15964000,26785632,0,0.23615635179153094
3.6,PG,2.5,71,James Robinson,24,0.2,9.2,1.5,1.8,1.9,1994,1995,1995,1996,1040000.0,15964000,26785632,1,0.06514657980456026
2.8,PF,2.0,49,Dennis Rodman,33,0.5,7.1,2.3,2.0,16.8,1994,1995,1995,1996,2500000.0,15964000,26785632,5,0.1566023552994237
3.7,C,0.8,49,Carlos Rogers,23,1.1,8.9,3.0,1.7,5.7,1994,1995,1995,1996,930000.0,15964000,26785632,0,0.05825607617138562
4.7,PF,2.0,80,Rodney Rogers,23,0.6,12.2,3.4,2.2,4.8,1994,1995,1995,1996,1920000.0,15964000,26785632,1,0.1202706088699574
0.4,C,0.2,51,Tree Rollins,39,0.7,1.2,0.6,0.5,1.9,1994,1995,1995,1996,1470000.0,15964000,26785632,4,0.09208218491606114
3.6,C,1.2,80,Sean Rooks,25,0.9,10.9,4.8,1.8,6.1,1994,1995,1995,1996,1200000.0,15964000,26785632,2,0.07516913054372337
2.8,SF,4.8,81,Jalen Rose,22,0.3,8.2,2.9,2.0,2.7,1994,1995,1995,1996,1268000.0,15964000,26785632,0,0.0794287146078677
2.9,SF,2.8,70,Donald Royal,28,0.2,9.1,4.3,1.8,4.0,1994,1995,1995,1996,1500000.0,15964000,26785632,3,0.09396141317965422
2.9,C,0.7,66,Clifford Rozier,22,0.6,6.8,2.3,1.3,7.4,1994,1995,1995,1996,845000.0,15964000,26785632,0,0.052931596091205214
1.7,PG,1.0,49,Trevor Ruffin,24,0.0,4.8,0.8,1.0,0.5,1994,1995,1995,1996,225000.0,15964000,26785632,0,0.014094211976948134
1.7,SF,0.5,63,Bryon Russell,24,0.2,4.5,1.5,0.7,2.2,1994,1995,1995,1996,300000.0,15964000,26785632,1,0.018792282635930843
2.6,C,1.6,75,John Salley,30,1.1,7.3,2.8,1.3,4.5,1994,1995,1995,1996,2402000.0,15964000,26785632,5,0.1504635429716863
0.7,C,0.2,18,Steve Scheffler,27,0.1,2.2,1.0,0.2,1.3,1994,1995,1995,1996,250000.0,15964000,26785632,3,0.01566023552994237
1.0,C,0.3,43,Dwayne Schintzius,26,0.4,2.0,0.3,0.4,1.9,1994,1995,1995,1996,225000.0,15964000,26785632,4,0.014094211976948134
6.4,SF,3.8,82,Detlef Schrempf,32,0.4,19.2,6.4,2.1,6.2,1994,1995,1995,1996,5000000.0,15964000,26785632,5,0.3132047105988474
3.3,PG,1.4,80,Byron Scott,33,0.2,10.0,2.8,1.5,1.9,1994,1995,1995,1996,1650000.0,15964000,26785632,5,0.10335755449761964
4.6,SF,2.1,62,Dennis Scott,26,0.2,12.9,1.8,0.9,2.4,1994,1995,1995,1996,3150000.0,15964000,26785632,4,0.19731896767727386
4.9,SG,1.8,60,Malik Sealy,24,0.4,13.0,3.7,1.4,3.6,1994,1995,1995,1996,1495000.0,15964000,26785632,2,0.09364820846905537
4.5,C,1.3,36,Rony Seikaly,29,1.0,12.1,4.4,2.9,7.4,1994,1995,1995,1996,3532000.0,15964000,26785632,5,0.2212478075670258
2.5,PG,5.2,78,Brian Shaw,28,0.2,6.4,1.2,2.4,3.1,1994,1995,1995,1996,4250000.0,15964000,26785632,4,0.2662240040090203
2.3,SF,1.5,58,Lionel Simmons,26,0.4,5.6,1.4,1.2,3.4,1994,1995,1995,1996,2676000.0,15964000,26785632,4,0.16762716111250314
1.3,PF,0.6,59,Dickey Simpkins,22,0.1,3.5,1.2,0.8,2.6,1994,1995,1995,1996,845000.0,15964000,26785632,0,0.052931596091205214
1.6,PF,0.5,25,Reggie Slater,24,0.1,4.8,2.2,1.0,2.3,1994,1995,1995,1996,225000.0,15964000,26785632,0,0.014094211976948134
4.6,SF,1.6,76,Charles Smith,29,1.3,12.7,4.2,1.9,4.3,1994,1995,1995,1996,3582000.0,15964000,26785632,7,0.22437985467301427
2.1,PF,0.7,63,Doug Smith,25,0.4,5.1,1.2,0.6,2.3,1994,1995,1995,1996,450000.0,15964000,26785632,3,0.028188423953896268
3.5,PG,4.0,81,Kenny Smith,29,0.1,10.4,1.8,1.5,1.9,1994,1995,1995,1996,2683000.0,15964000,26785632,5,0.16806564770734153
2.2,PF,0.7,29,Michael Smith,29,0.1,5.3,1.0,0.6,1.9,1994,1995,1995,1996,1340000.0,15964000,26785632,2,0.0839388624404911
2.7,PF,0.8,82,Michael Smith,22,0.6,6.9,3.2,1.3,5.9,1994,1995,1995,1996,1340000.0,15964000,26785632,3,0.0839388624404911
5.4,SG,3.4,80,Steve Smith,25,0.4,16.3,4.6,1.9,3.5,1994,1995,1995,1996,2568000.0,15964000,26785632,3,0.16086193936356802
2.2,SG,1.7,61,Tony Smith,26,0.1,5.6,1.0,0.8,1.8,1994,1995,1995,1996,500000.0,15964000,26785632,4,0.03132047105988474
7.2,C,1.4,78,Rik Smits,28,1.0,17.9,4.8,2.4,7.7,1994,1995,1995,1996,3750000.0,15964000,26785632,5,0.23490353294913555
2.7,C,1.3,19,Elmore Spencer,25,1.2,6.9,2.6,2.5,3.4,1994,1995,1995,1996,1300000.0,15964000,26785632,2,0.08143322475570032
3.1,C,0.5,34,Felton Spencer,27,0.9,9.3,4.0,2.0,7.6,1994,1995,1995,1996,2181000.0,15964000,26785632,4,0.13661989476321723
7.1,SG,4.0,69,Latrell Sprewell,24,0.7,20.6,6.5,3.3,3.7,1994,1995,1995,1996,975000.0,15964000,26785632,2,0.061074918566775244
5.2,SG,5.1,80,John Starks,29,0.1,15.3,2.9,2.0,2.7,1994,1995,1995,1996,1613000.0,15964000,26785632,4,0.10103983963918817
1.0,SF,0.5,40,Larry Stewart,26,0.2,2.6,0.8,0.4,1.7,1994,1995,1995,1996,800000.0,15964000,26785632,3,0.05011275369581558
3.9,SG,1.9,81,Bryant Stith,24,0.2,11.2,4.0,1.4,3.3,1994,1995,1995,1996,1550000.0,15964000,26785632,2,0.0970934602856427
